Unnamed: 0,fire_name,fire_size,fire_size_class,stat_cause_descr,latitude,longitude,state,disc_clean_date,cont_clean_date,discovery_month,disc_date_final,cont_date_final,putout_time,disc_date_pre,disc_pre_year,disc_pre_month,wstation_usaf,dstation_m,wstation_wban,wstation_byear,wstation_eyear,Vegetation,fire_mag,weather_file,Temp_pre_30,Temp_pre_15,Temp_pre_7,Temp_cont,Wind_pre_30,Wind_pre_15,Wind_pre_7,Wind_cont,Hum_pre_30,Hum_pre_15,Hum_pre_7,Hum_cont,Prec_pre_30,Prec_pre_15,Prec_pre_7,Prec_cont,remoteness
819,MALKUS II,1.1,B,Arson,38.45011,-76.09964,MD,4/27/95,4/27/95,Apr,4/27/95 15:15,4/27/95 16:00,0 days 00:00:00.000000000,3/28/95,1995,Mar,722218,11587.65016,99999,1973,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.080136043
917,,1.1,B,Miscellaneous,39.56942,-77.43763,MD,4/19/08,,Apr,,,,3/20/08,2008,Mar,722823,8787.423688,3749,2006,2020,0,0.1,722823-03749-2008.gz,7.678702703,9.595445545,11.58529412,13.07118812,3.915783784,3.19960396,3.315686275,3.232309217,63.79236813,69.62939959,50.33823529,73.77412731,74.8,45.8,27.2,265.5,0.091248463
1675,HAMMERHEAD,20,C,Smoking,38.59166667,-76.23333333,MD,10/31/98,10/31/98,Oct,10/31/98 14:10,10/31/98 19:00,0 days 00:00:00.000000000,10/1/98,1998,Oct,722218,18660.76816,99999,1973,2020,0,1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.081226808
2053,,1.3,B,Equipment Use,38.67778,-75.98361,MD,6/25/08,,Jun,,,,5/26/08,2008,May,724043,15856.98093,3756,2006,2020,0,0.1,724043-03756-2008.gz,21.10054348,21.81001727,20.11895911,24.41314554,2.325385313,1.973229706,1.880669145,1.983920188,75.36464088,75.37373737,75.93513514,72.65619835,0,0,0,0,0.079014608
2178,,3,B,Debris Burning,39.68389,-78.01417,MD,3/14/08,,Mar,,,,2/13/08,2008,Feb,724066,24497.30877,93706,2006,2020,0,0.1,724066-93706-2008.gz,2.207520891,4.695670103,4.297637795,8.219812304,3.659205426,4.284742268,3.761023622,3.505005214,71.6038835,68.17319588,71.98031496,66.96760711,78.1,64.5,11.7,53,0.096236539
2547,LONG POND,275,D,Debris Burning,38.38472222,-76.03805556,MD,2/10/08,2/10/08,Feb,2/10/08 12:30,2/10/08 15:00,0 days 00:00:00.000000000,1/11/08,2008,Jan,722218,17140.06721,99999,1973,2020,0,3,722218-99999-2008.gz,2.4415,4.256825076,7.111814346,0,2.51805,2.303842265,2.024472574,0,72.57235142,74.62361624,78.20505618,0,0,0,0,0,0.07963413
3162,Q2,58.9,C,Debris Burning,38.38206513,-76.07179884,MD,2/22/14,2/22/14,Feb,2/22/14 12:30,2/22/14 15:00,0 days 00:00:00.000000000,1/23/14,2014,Jan,722218,17798.49301,99999,1973,2020,0,1,722218-00356-2014.gz,0.919308357,2.65973535,5.190669371,0,2.908501441,2.881096408,3.01643002,0,63.87367915,65.97542533,66.65922921,0,0,0,0,0,0.079928545
3513,SUNDAY,1,B,Lightning,38.44944444,-76.24666667,MD,9/25/05,9/25/05,Sep,9/25/05 7:30,9/25/05 15:00,0 days 00:00:00.000000000,8/26/05,2005,Aug,722218,21356.73992,99999,1973,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.081413959
5561,,1.3,B,Smoking,39.6129,-75.985243,MD,11/18/15,11/18/15,Nov,11/18/15 21:00,11/18/15 23:59,0 days 00:00:00.000000000,10/19/15,2015,Oct,997300,18967.72426,99999,2008,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.078580608
6266,COON HOLLOW,0.7,B,Miscellaneous,39.4875,-79.01944444,MD,2/19/11,2/19/11,Feb,2/19/11 15:15,2/19/11 17:15,0 days 00:00:00.000000000,1/20/11,2011,Jan,999999,29329.54244,3755,2002,2019,0,0.1,999999-94060-2011.gz,-9.560578704,-7.751712963,-3.905704365,0,4.0025,4.116388889,4.553571429,0,0,0,0,0,0,0,0,0,0.105145051
6368,MOSQUITO DITCH,400,E,Arson,38.35972222,-76.03583333,MD,3/3/05,3/3/05,Mar,3/3/05 12:00,3/3/05 15:30,0 days 00:00:00.000000000,2/1/05,2005,Feb,722218,19907.24316,99999,1973,2020,0,10,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.079627486
6453,,0.7,B,Missing/Undefined,38.78527778,-76.09138889,MD,7/5/10,,Jul,,,,6/5/10,2010,Jun,724043,2846.567279,3756,2006,2020,0,0.1,724043-03756-2010.gz,23.39007699,24.40955631,23.0625,25.21829163,2.065868263,1.91774744,2.368382353,1.778429681,74.51708931,71.70779221,69.22509225,78.1366539,0,0,0,0,0.079897566
8452,,1.3,B,Missing/Undefined,38.55687222,-76.0424278,MD,2/8/09,,Feb,,,,1/9/09,2009,Jan,722218,2260.476504,99999,1973,2020,0,0.1,722218-00356-2009.gz,0.527586207,1.297536946,1.814345992,5.521768252,3.12955665,2.917339901,3.426371308,3.91232418,60.86009852,61.59605911,60.35021097,56.70931011,0,0,0,0,0.079585547
9371,,0.8,B,Campfire,38.4832,-76.69544,MD,10/12/07,,Oct,,,,9/12/07,2007,Sep,724040,31706.07285,13721,1973,2020,0,0.1,724040-13721-2007.gz,21.70268378,22.21422319,23.11261261,15.25600907,2.499416569,2.205032823,2.29009009,3.783617747,70.19320843,73.44615385,73.55909091,68.64310545,27.5,7.7,7.4,111.6,0.085301234
10283,,1.6,B,Miscellaneous,38.497175,-76.10429444,MD,6/28/11,6/28/11,Jun,6/28/11 12:54,6/28/11 14:00,0 days 00:00:00.000000000,5/29/11,2011,May,722218,7971.017613,99999,1973,2020,0,0.1,722218-00356-2011.gz,22.08735037,21.03865074,22.03747073,0,2.034131349,2.083134223,1.54028103,0,70.86034256,73.2297781,72.79236277,0,0,0,0,0,0.080152817
10407,,1,B,Miscellaneous,39.71745,-75.87283,MD,7/24/07,,Jul,,,,6/24/07,2007,Jun,999999,17387.41928,3761,2003,2019,0,0.1,999999-63896-2007.gz,23.75289352,23.32298611,23.35625,26.57574074,0,0,0,0,0,0,0,0,0,0,0,0,0.077556544
10582,STEVEN'S ROAD,45,C,Lightning,38.26805556,-75.57638889,MD,7/30/11,7/30/11,Jul,7/30/11 15:00,7/30/11 18:00,0 days 00:00:00.000000000,6/30/11,2011,Jun,723980,9813.400232,93720,2006,2020,0,1,723980-93720-2011.gz,26.44559304,26.871875,27.27176471,0,2.372905332,2.232083333,2.087843137,0,71.84903519,73.265625,75.54347826,0,97.1,56.4,42.9,0,0.075687636
11698,,1,B,Arson,38.59964,-76.73145,MD,3/20/07,,Mar,,,,2/18/07,2007,Feb,745940,26240.09863,99999,2006,2020,0,0.1,745940-13705-2007.gz,3.699194991,3.799238095,6.64291498,9.746259124,4.56726297,4.555619048,5.595546559,4.657937956,66.83780992,65.53017241,65.66502463,64.06881243,98.4,59.2,54.6,82.9,0.085556562
12422,,1,B,Arson,38.42858998,-76.46740001,MD,3/4/06,,Mar,,,,2/2/06,2006,Feb,724040,14938.09999,13721,1973,2020,0,0.1,724040-13721-2006.gz,4.823443223,4.157677903,4.023846154,9.932789855,4.700549451,4.772284644,5.125384615,4.819600726,57.91896869,56.60902256,52.90769231,50.02540835,17.1,0,0,0.3,0.083343933
12434,STRYDER WMA,39,C,Miscellaneous,39.14828333,-77.26104167,MD,2/19/11,2/19/11,Feb,2/19/11 11:00,2/19/11 15:00,0 days 00:00:00.000000000,1/20/11,2011,Jan,720334,8389.771754,93764,2006,2020,0,1,720334-93764-2011.gz,0.157428971,2.631725417,6.652777778,0,2.467303214,2.89025974,3.338690476,0,61.85158843,54.92467043,46.83730159,0,58,3.3,0,0,0.089905474
14598,RAWLINGS ROAD,5.2,B,Campfire,38.503661,-77.205558,MD,11/24/12,,Nov,,,,10/25/12,2012,Oct,724037,23763.71172,93728,2006,2020,0,0.1,724037-93728-2012.gz,8.781666667,6.85462963,6.477005348,7.15560946,3.419920635,1.355324074,0.918181818,1.187386295,76.65430017,69.63118812,67.90960452,74.95680346,499.4,2.8,0,30.2,0.089737429
15734,,1,B,Miscellaneous,38.73493999,-76.85494001,MD,3/11/06,,Mar,,,,2/9/06,2006,Feb,724050,19986.96107,13743,1945,2020,0,0.1,724050-13743-2006.gz,3.96134372,5.380412371,7.72,10.69438976,4.558130477,5.140412371,5.210222222,4.886712598,53.59698492,47.45360825,46.02666667,50.95952616,69.8,1.6,0,65.4,0.08656519
18620,,1,B,Debris Burning,38.30836,-75.99449999,MD,5/18/06,,May,,,,4/18/06,2006,Apr,722218,25789.07995,99999,1973,2020,0,0.1,722218-00356-2006.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079294619
19306,WASN'T ME,72,C,Arson,38.42,-75.97111111,MD,3/8/06,3/8/06,Mar,3/8/06 13:30,3/8/06 17:30,0 days 00:00:00.000000000,2/6/06,2006,Feb,722218,14173.8953,99999,1973,2020,0,1,722218-00356-2006.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079034992
19874,SOMERSET COMPLEX,168,D,Lightning,38.157222,-75.698889,MD,7/29/02,,Jul,7/29/02 0:00,,,6/29/02,2002,Jun,724045,26258.81419,93720,1957,2020,0,3,724045-93720-2002.gz,24.21597052,24.67272727,23.81737089,24.98174905,2.336363636,2.488038278,2.534741784,2.506337136,69.30148048,72.04960836,77.06532663,71.84225352,48.3,45.5,42.5,5.7,0.07680653
20458,CEDAR CREE,100,D,Arson,38.34166667,-76.05833333,MD,3/1/99,3/1/99,Mar,3/1/99 12:00,3/1/99 15:00,0 days 00:00:00.000000000,1/30/99,1999,Jan,722218,22044.17738,99999,1973,2020,0,3,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.079832053
22709,SENECA CREEK,461.2,E,Miscellaneous,39.13366667,-77.28278333,MD,2/19/11,2/19/11,Feb,2/19/11 9:00,2/19/11 18:00,0 days 00:00:00.000000000,1/20/11,2011,Jan,720334,10670.86068,93764,2006,2020,0,10,720334-93764-2011.gz,0.157428971,2.631725417,6.652777778,0,2.467303214,2.89025974,3.338690476,0,61.85158843,54.92467043,46.83730159,0,58,3.3,0,0,0.090102238
23268,WESLEY CHURCH ROAD,5,B,Miscellaneous,38.62305556,-75.80472222,MD,2/20/11,2/20/11,Feb,2/20/11 8:00,2/20/11 13:00,0 days 00:00:00.000000000,1/21/11,2011,Jan,722218,21734.38201,99999,1973,2020,0,0.1,722218-00356-2011.gz,1.468285431,3.596421471,7.050847458,0,3.127998018,3.448707753,4.073305085,0,66.68089648,62.49480249,56.41276596,0,0,0,0,0,0.077489084
24790,HOLLOW ROAD,2,B,Debris Burning,39.6967,-78.09172,MD,11/8/15,11/8/15,Nov,11/8/15 14:09,11/8/15 15:20,0 days 00:00:00.000000000,10/9/15,2015,Oct,724066,31039.96908,93706,2006,2020,0,0.1,724066-93706-2015.gz,13.80873309,14.03099548,15.74030612,0,2.785608856,2.764932127,2.101530612,0,66.52156863,70.46733668,67.98245614,0,26.4,23.6,0,0,0.096909591
26102,,3,B,Debris Burning,39.71796,-77.30595,MD,8/25/08,,Aug,,,,7/26/08,2008,Jul,722826,11019.86599,93762,2005,2013,0,0.1,722826-93762-2008.gz,22.01609632,20.85984456,21.6699422,19.84710221,0.86121673,0.844818653,0.861271676,0.838566913,65.44613435,63.97409326,60.05780347,75.0800843,12.6,0.9,0,134.4,0.090030124
26723,,1.1,B,Missing/Undefined,39.51930556,-79.31541667,MD,5/5/10,,May,,,,4/5/10,2010,Apr,999999,7036.933165,3755,2002,2019,0,0.1,999999-13724-2010.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10773293
27823,,3,B,Missing/Undefined,39.1218,-76.81648611,MD,4/8/10,,Apr,,,,3/9/10,2010,Mar,997302,27844.58957,99999,2008,2020,0,0.1,997302-99999-2010.gz,12.45916667,13.67222222,17.77678571,15.99721448,4.522752809,4.934261838,3.385119048,4.670621469,0,0,0,0,0,0,0,0,0.086041821
28297,,1.8,B,Arson,38.55838998,-77.08251997,MD,3/13/06,,Mar,,,,2/11/06,2006,Feb,724050,32304.10754,13743,1945,2020,0,0.1,724050-13743-2006.gz,4.926116505,6.935390947,11.27709251,10.47330049,4.457281553,4.786831276,3.939647577,4.924137931,54.3496994,49.40123457,50.71806167,50.36067194,69.8,1.6,0,65.4,0.08863673
28651,,3,B,Arson,38.34170833,-76.14356389,MD,2/15/11,2/16/11,Feb,2/15/11 14:00,2/16/11 14:01,1 days 00:00:00.000000000,1/16/11,2011,Jan,722218,24040.05951,99999,1973,2020,0,0.1,722218-00356-2011.gz,0.413399504,1.548611111,1.331905782,3.264705882,2.82382134,3.03452381,3.63490364,5.504411765,69.33853007,67.28202368,60.20261438,50.32352941,0,0,0,0,0.080572424
30431,,2,B,Missing/Undefined,39.58027778,-78.6676111,MD,2/12/09,,Feb,,,,1/13/09,2009,Jan,720355,9460.345361,99999,2005,2011,0,0.1,720355-03732-2009.gz,-0.350515464,2.332350049,4.390295359,4.418281172,1.968139421,2.125663717,1.648312236,2.970988574,59.29463847,60.76110563,60.11392405,49.82613015,0,0,0,0,0.102011856
31144,,7.7,B,Debris Burning,38.522,-76.078,MD,9/3/13,9/3/13,Sep,9/3/13 14:00,9/3/13 14:30,0 days 00:00:00.000000000,8/4/13,2013,Aug,722218,4591.167091,99999,1973,2020,0,0.1,722218-00356-2013.gz,23.35027027,23.75,24.78286853,0,1.869297297,1.560433884,1.729880478,0,76.2012229,77.35223555,79.09552846,0,0,0,0,0,0.07991196
31711,,1.1,B,Lightning,39.14472,-75.76583,MD,7/10/07,,Jul,,,,6/10/07,2007,Jun,724088,26021.42104,99999,1973,2020,0,0.1,724088-13707-2007.gz,22.4793341,24.12049383,24.29135135,25.07374872,3.482893226,3.702222222,3.954054054,3.024616956,69.494311,70.42597403,66.18579235,71.51895425,50.1,37.1,4.6,38.7,0.076896883
32474,I-270,0.6,B,Equipment Use,39.36174,-77.392202,MD,9/27/05,9/27/05,Sep,9/27/05 16:00,9/27/05 17:00,0 days 00:00:00.000000000,8/28/05,2005,Aug,724055,34601.985,3714,1973,2010,0,0.1,724055-99999-2005.gz,23.14662895,23.34060721,22.57971014,0,1.632767562,1.502751423,2.06252588,0,70.06486767,71.05093555,71.57929515,0,0,0,0,0,0.09094897
32703,,18.1,C,Equipment Use,38.26667,-75.5,MD,9/24/07,,Sep,,,,8/25/07,2007,Aug,724045,8297.030492,93720,1957,2020,0,1,724045-93720-2007.gz,19.67223154,19.57785349,18.56505576,17.99777778,1.272053872,1.522469983,1.026037736,1.753497942,77.36737089,77.66899767,78.61734694,79.53148346,39.3,37.8,0.3,29.3,0.075026255
32721,LOWER HILL RD.,285,D,Equipment Use,38.0854,-75.8052,MD,5/13/15,5/15/15,May,5/13/15 15:30,5/15/15 16:00,2 days 00:00:00.000000000,4/13/15,2015,Apr,724024,33655.51534,93739,2006,2020,0,3,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.07776574
33060,UNIT N-1,30,C,Arson,38.4,-76.04136,MD,2/2/94,2/2/94,Feb,2/2/94 14:00,2/2/94 17:00,0 days 00:00:00.000000000,1/3/94,1994,Jan,722218,15461.56372,99999,1973,2020,0,1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.079655105
33977,TYLER,3208,F,Debris Burning,38.40111111,-75.97111111,MD,2/10/07,2/13/07,Feb,2/10/07 11:00,2/13/07 15:00,3 days 00:00:00.000000000,1/11/07,2007,Jan,722218,16146.11985,99999,1973,2020,0,50,722218-00356-2007.gz,2.02590394,-0.951080774,-2.935323383,-1.103896104,3.255153805,3.276678043,3.702238806,1.927922078,63.16617905,57.98283753,48.39546599,53.77272727,0,0,0,0,0.079044528
34022,SILVER HILL FIRE,0.8,B,Equipment Use,38.8425,-76.9311,MD,2/14/11,2/14/11,Feb,2/14/11 14:00,2/14/11 14:00,0 days 00:00:00.000000000,1/15/11,2011,Jan,745940,7589.872193,99999,2006,2020,0,0.1,745940-13705-2011.gz,0.016501146,0.414307692,0.056923077,0,3.064602446,2.906769231,3.806666667,0,71.8778626,71.89314516,61.35897436,0,83.9,41.4,5.6,0,0.087176002
34280,,1.1,B,Missing/Undefined,38.55638889,-75.79722222,MD,6/24/10,,Jun,,,,5/25/10,2010,May,722218,20384.04782,99999,1973,2020,0,0.1,722218-00356-2010.gz,24.39074273,25.26976285,26.05781585,26.94114441,2.31598493,2.302766798,2.131905782,1.978637602,74.50418545,75.67032967,72.40101523,72.7843389,0,0,0,0,0.077457253
34697,UNIT O-4,2,B,Arson,38.39972,-76.07681,MD,2/16/97,2/16/97,Feb,2/16/97 12:00,2/16/97 13:00,0 days 00:00:00.000000000,1/17/97,1997,Jan,722218,15991.41042,99999,1973,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.079963147
35349,,1,B,Debris Burning,38.54596997,-77.12414999,MD,12/6/06,,Dec,,,,11/6/06,2006,Nov,724050,34305.42398,13743,1945,2020,0,0.1,724050-13743-2006.gz,10.33878788,8.640106952,9.647482014,7.020225873,3.963596872,3.87375,3.729602888,2.89311408,74.327853,70.19879518,63.92342342,65.72871046,246,47.6,3,73,0.089006031
38575,GREENBELT1,2,B,Miscellaneous,39.00043,-76.867484,MD,4/8/95,4/8/95,Apr,4/8/95 16:50,4/8/95 20:00,0 days 00:00:00.000000000,3/9/95,1995,Mar,722244,5192.382678,358,1978,2004,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.086544679
38590,,2.7,B,Smoking,39.54167002,-77.63333001,MD,4/14/05,,Apr,,,,3/15/05,2005,Mar,724055,51885.66682,3714,1973,2010,0,0.1,724055-99999-2005.gz,10.17770522,13.70325581,15.3493014,15.18058796,2.546688433,2.776372093,1.999600798,2.55620915,60.20545179,55.29480901,52.5376569,54.74499267,0,0,0,0,0.092971184
40467,,4.5,B,Debris Burning,38.27339,-75.60911,MD,7/31/08,,Jul,,,,7/1/08,2008,Jul,723980,11268.89028,93720,2006,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.075968583
40584,EAGLES NEST,3,B,Arson,38.39777778,-76.06361111,MD,1/17/05,1/17/05,Jan,1/17/05 18:45,1/17/05 20:00,0 days 00:00:00.000000000,12/18/04,2004,Dec,722218,15948.48925,99999,1973,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.079849484
40829,GREEKS,2,B,Miscellaneous,38.42694444,-75.91472222,MD,3/11/06,3/11/06,Mar,3/11/06 11:45,3/11/06 14:00,0 days 00:00:00.000000000,2/9/06,2006,Feb,722218,15996.69791,99999,1973,2020,0,0.1,722218-00356-2006.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078541953
41267,FEEDER FIRE,1.5,B,Equipment Use,38.009,-75.728,MD,9/18/13,9/18/13,Sep,9/18/13 11:30,9/18/13 20:00,0 days 00:00:00.000000000,8/19/13,2013,Aug,724024,23953.66833,93739,2006,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.077135549
42313,,0.6,B,Debris Burning,38.05,-75.39167,MD,7/19/07,,Jul,,,,6/19/07,2007,Jun,723089,13008.88159,13755,2000,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.074198972
42677,PHRAGMITIES,22.4,C,Debris Burning,38.618,-75.909,MD,3/11/14,3/11/14,Mar,3/11/14 11:52,3/11/14 15:25,0 days 00:00:00.000000000,2/9/14,2014,Feb,722218,13714.05135,99999,1973,2020,0,1,722218-00356-2014.gz,2.931034483,2.071292776,3.143149284,0,2.864478035,2.722623574,2.951329243,0,62.4210775,59.23691722,59.63599182,0,0,0,0,0,0.078396566
43692,,0.7,B,Missing/Undefined,39.63980556,-76.4149167,MD,2/20/09,,Feb,,,,1/21/09,2009,Jan,724057,28672.67116,99999,2006,2020,0,0.1,724057-13701-2009.gz,2.261437908,5.144736842,6,4.896373057,2.77124183,3.357894737,4.1,3.005729167,64.08609272,56.67105263,55.73913043,60.43956044,0,0,0,0,0.082302195
44185,,3,B,Smoking,38.87624998,-76.76608002,MD,3/3/06,,Mar,,,,2/1/06,2006,Feb,724050,23565.65152,13743,1945,2020,0,0.1,724050-13743-2006.gz,3.850329257,3.547440945,3.271806167,9.219096509,4.211947319,4.184645669,4.718942731,4.959958932,57.3960199,52.61895161,48.02202643,47.47433265,128.2,14.4,1.6,1.8,0.085721672
44810,BUSKIRK HOLLOW,2.4,B,Debris Burning,39.574715,-78.914407,MD,4/19/15,4/19/15,Apr,4/19/15 15:00,4/19/15 16:00,0 days 00:00:00.000000000,3/20/15,2015,Mar,999999,36484.86301,3755,2002,2019,0,0.1,999999-53927-2015.gz,15.71855167,16.54180672,16.89358586,0,2.015899582,2.029131653,1.78969697,0,0,0,0,0,0,0,0,0,0.104181478
45284,SALTMARSH ROAD,1,B,Debris Burning,38.513,-76.21,MD,6/28/14,6/28/14,Jun,6/28/14 12:20,6/28/14 13:30,0 days 00:00:00.000000000,5/29/14,2014,May,997297,13748.15755,99999,2008,2020,0,0.1,997297-99999-2014.gz,22.78226257,24.44902507,24.12678571,0,2.944692737,2.892200557,2.671428571,0,0,0,0,0,0,0,0,0,0.081063344
45534,,167,D,Arson,38.35,-75.93528,MD,1/16/07,,Jan,,,,12/17/06,2006,Dec,722218,22550.69642,99999,1973,2020,0,3,722218-00356-2006.gz,7.133116883,0,0,0,1.850324675,0,0,0,77.05569948,0,0,0,0,0,0,0,0.078759318
46644,,25.1,C,Debris Burning,38.26445,-75.17555,MD,3/29/07,,Mar,,,,2/27/07,2007,Feb,745946,6611.347545,93786,1936,2020,0,1,745946-93786-2007.gz,7.047158404,9.368646081,12.50652174,10.15849462,4.30362757,5.059619952,4.182065217,3.890010858,66.18527607,68.5195122,71.04347826,68.4967033,74,55.2,0.3,99.3,0.072217543
47112,WEST SUGARLOAF FIRE,17.4,C,Arson,39.2659,-77.4039,MD,11/18/12,,Nov,,,,10/19/12,2012,Oct,999999,16871.9059,13730,2005,2016,0,1,999999-73801-2012.gz,12.53861845,11.10947075,10.35334331,11.66982639,0,0,0,0,0,0,0,0,0,0,0,0,0.09109649
47307,ROBBINS,3,B,Arson,38.37472222,-76.07638889,MD,2/8/08,2/8/08,Feb,2/8/08 12:15,2/8/08 13:00,0 days 00:00:00.000000000,1/9/08,2008,Jan,722218,18679.79307,99999,1973,2020,0,0.1,722218-99999-2008.gz,2.87843922,3.562184024,7.870535714,0,2.591095548,2.462790698,2.288169643,0,71.87659033,72.12829736,77.0875,0,0,0,0,0,0.07997213
47481,,1.9,B,Debris Burning,38.60833001,-76.21667001,MD,5/6/06,,May,,,,4/6/06,2006,Apr,722218,17995.84259,99999,1973,2020,0,0.1,722218-00356-2006.gz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08107368
48018,WILLEYS NK,270,D,Arson,38.325,-76.07361111,MD,2/15/98,2/15/98,Feb,2/15/98 16:00,2/15/98 19:00,0 days 00:00:00.000000000,1/16/98,1998,Jan,722218,24058.26176,99999,1973,2020,0,3,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.079973212
48551,,2,B,Railroad,39.422,-79.435,MD,11/25/14,11/25/14,Nov,11/25/14 16:15,11/25/14 17:10,0 days 00:00:00.000000000,10/26/14,2014,Oct,999999,19388.16791,3755,2002,2019,0,0.1,999999-04126-2014.gz,-1.035775463,-6.599097222,-3.394940476,0,2.289166667,2.108055556,2.336309524,0,0,0,0,0,0,0,0,0,0.108830923
48858,,8.7,B,Arson,39.67816001,-76.49804997,MD,3/22/06,,Mar,,,,2/20/06,2006,Feb,724067,38950.28661,93744,1945,2020,0,0.1,724067-93744-2006.gz,6.476923077,9.480176211,6.125,13.0746888,4.301327434,4.337885463,5.275,3.54894958,46.80224719,44.74666667,34.32692308,52.57601713,0,0,0,0,0.083007702
48908,FB-I1,25,C,Debris Burning,38.41666667,-75.975,MD,1/15/00,1/15/00,Jan,1/15/00 10:00,1/15/00 17:13,0 days 00:00:00.000000000,12/16/99,1999,Dec,722218,14402.79895,99999,1973,2020,0,1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.079070439
53293,TYLER,3208,F,Debris Burning,38.40111111,-75.97111111,MD,2/10/07,2/13/07,Feb,2/10/07 11:00,2/13/07 15:00,3,1/11/07,2007,Jan,722218,16146.11985,99999,1973,2020,0,50,722218-00356-2007.gz,2.02590394,-0.951080774,-2.935323383,-1.103896104,3.255153805,3.276678043,3.702238806,1.927922078,63.16617905,57.98283753,48.39546599,53.77272727,0,0,0,0,0.64007321
16,TREE HOUSE LIGHTER,1.5,B,Children,36.0833,-78.9167,NC,4/16/01,,Apr,,,,3/17/01,2001,Mar,722193,23185.42332,3722,1973,2020,0,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.106035161
18,,1,B,Missing/Undefined,35.73848,-79.49695,NC,2/22/07,,Feb,,,,1/23/07,2007,Jan,723174,34279.81158,93783,2006,2020,15,0.1,723174-93783-2007.gz,2.207439024,2.713567839,2.774556213,9.931642512,2.96809816,3.186934673,3.50591716,3.007524272,51.06973684,46.70879121,48.40236686,54.83645443,49,39.9,0,90.2,0.111342709
101,US HWY 74,2,B,Arson,34.55,-79.0167,NC,2/27/00,,Feb,,,,1/28/00,2000,Jan,723109,41780.52021,93782,1973,2020,16,0.1,723109-99999-2000.gz,6.580599144,10,10.31481481,13.27298444,2.791868759,3.058285714,2.172222222,3.321923621,66.84168013,69.51079137,66.58088235,63.81019332,30.2,29.6,0,81.4,0.107853338
109,NELLIE LANE I,0.6,B,Arson,34.6833,-77.15,NC,11/10/04,,Nov,,,,10/11/04,2004,Oct,723094,5886.335754,99999,1960,2020,16,0.1,File Not Found,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.091423528
209,,1,B,Debris Burning,35.29543,-79.66157,NC,4/25/09,,Apr,,,,3/26/09,2009,Mar,723143,26277.38845,99999,1973,2010,15,0.1,723143-03720-2009.gz,15.17627907,15.63958917,17.07474747,20.75788497,3.239739414,3.11953271,3.318585859,3.453153989,60.12126866,56.60093458,51.23636364,68.91326531,0,0,0,0,0.113061085
224,STARTING A LITTLE EARLY,1,B,Equipment Use,34.95,-79.55,NC,11/6/00,,Nov,,,,10/7/00,2000,Oct,723109,24295.33769,93782,1973,2020,16,0.1,723109-99999-2000.gz,14.47510669,14.68245125,12.31547619,8.229954614,1.959886202,1.966295265,1.214880952,2.558547655,63.03025719,65.0845481,63.7721519,69.17176871,4.3,1.8,1.8,56.4,0.112292244
